url,book_id,title,award_count,author,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,place
https://www.goodreads.com/book/show/55030.Cosmos,55030,Cosmos,2,Carl Sagan,4.37,122391.0,122391.0,384.0,1980.0,False,"Science, Nonfiction, Science, Astronomy, Science, Physics, History, Space, Philosophy, Science, Popular Science, Classics, Audiobook","Hugo Award for Best Non-Fiction Book (1981), National Book Award Finalist for Science (Hardcover) (1981)",
https://www.goodreads.com/book/show/44790978-matching-configurations,44790978,Matching Configurations,0,Kyle Keyes,4.39,5118.0,5118.0,296.0,2019.0,True,"Contemporary, Epic, Drama, Fiction, Novels, Book Club, Suspense",,
https://www.goodreads.com/book/show/19351490-grimm-s-fairy-tales,19351490,Grimm's Fairy Tales,0,Jacob Grimm,4.13,24866.0,24866.0,518.0,1909.0,False,"Classics, Fantasy, Fiction, Fantasy, Fairy Tales, Short Stories, Childrens, Literature, Fantasy, Mythology, European Literature, German Literature, Young Adult",,
https://www.goodreads.com/book/show/14995.Odd_Thomas,14995,Odd Thomas,1,Dean Koontz,3.97,258199.0,258199.0,446.0,2003.0,True,"Horror, Fiction, Mystery, Fantasy, Thriller, Fantasy, Paranormal, Suspense, Fantasy, Supernatural, Fantasy, Urban Fantasy, Thriller, Mystery Thriller",Lincoln Award Nominee (2006),"Pico Mundo, California"
https://www.goodreads.com/book/show/40024.The_Alienist,40024,The Alienist,4,Caleb Carr,4.05,159378.0,159378.0,498.0,1994.0,True,"Historical, Historical Fiction, Mystery, Fiction, Thriller, Mystery, Crime, Historical, Thriller, Mystery Thriller, Horror, Suspense, Mystery, Historical Mystery","Anthony Award for Best First Novel (1995), Grand Prix de Littérature Policière for Romans étrangers (1996), Lambda Literary Award Nominee for Gay Men's Mystery (1995), Palle Rosenkrantz Prisen (1997)",New York State
https://www.goodreads.com/book/show/292408.Angle_of_Repose,292408,Angle of Repose,1,Wallace Stegner,4.22,56209.0,56209.0,569.0,1971.0,False,"Fiction, Historical, Historical Fiction, Classics, Westerns, Literature, Literary Fiction, Novels, Book Club, Historical, Audiobook",Pulitzer Prize for Fiction (1972),"American West, California, Idaho"
https://www.goodreads.com/book/show/140082.Club_Dead,140082,Club Dead,0,Charlaine Harris,4.01,229019.0,229019.0,274.0,2003.0,True,"Fantasy, Paranormal, Vampires, Fantasy, Paranormal, Fantasy, Urban Fantasy, Romance, Fiction, Mystery, Romance, Paranormal Romance, Fantasy, Supernatural, Adult",,"Jackson, Mississippi, Bon Temps, Louisiana"
https://www.goodreads.com/book/show/3478.Message_in_a_Bottle,3478,Message in a Bottle,0,Nicholas Sparks,3.96,218140.0,218140.0,342.0,1998.0,False,"Romance, Fiction, Womens Fiction, Chick Lit, Contemporary, Adult, Adult Fiction, Romance, Contemporary Romance, Drama, Love, Novels",,"Wilmington, North Carolina, North Carolina"
https://www.goodreads.com/book/show/13414446-prodigy,13414446,Prodigy,1,Marie Lu,4.25,213910.0,213910.0,371.0,2013.0,True,"Science Fiction, Dystopia, Young Adult, Romance, Science Fiction, Fantasy, Fiction, Adventure, Young Adult, Teen, Action, Audiobook",Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2013),Nevada
https://www.goodreads.com/book/show/6440.Ivanhoe,6440,Ivanhoe,0,Walter Scott,3.75,89850.0,89850.0,496.0,1819.0,True,"Classics, Historical, Historical Fiction, Fiction, Adventure, Historical, Literature, Romance, Classics, Classic Literature, Literature, 19th Century, Historical, Medieval",,England
