url,book_id,title,author,good_read_score,good_read_votes,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,award_count,place
https://www.goodreads.com/book/show/11281852-kisses-from-katie,11281852,Kisses from Katie,Katie      Davis,820,10,4.41,2617.0,28453.0,288.0,2011.0,False,"Nonfiction, Christian, Biography, Autobiography, Memoir, Religion, Faith, Religion, Christianity, Cultural, Africa, Inspirational, Biography Memoir, Parenting, Adoption",,0,
https://www.goodreads.com/book/show/30374784-dark-lands,30374784,Dark Lands: The Not-Where,Lyn I. Kelly,820,9,4.33,12.0,576.0,210.0,2016.0,True,"Drama, Fiction, New Adult, Book Club, Fantasy",,0,
https://www.goodreads.com/book/show/5015.Saturday,5015,Saturday,Ian McEwan,819,14,3.62,4005.0,67426.0,289.0,2005.0,False,"Fiction, Contemporary, European Literature, British Literature, Literature, Novels, Literary Fiction, Adult Fiction, Book Club, Literature, 21st Century, Adult","Booker Prize Nominee for Longlist (2005), James Tait Black Memorial Prize for Fiction (2005)",2,"London, England"
https://www.goodreads.com/book/show/44001.Small_Island,44001,Small Island,Andrea Levy,819,10,3.98,1869.0,28915.0,441.0,2004.0,False,"Fiction, Historical, Historical Fiction, Historical, Literary Fiction, European Literature, British Literature, Novels, War, War, World War II, Literature, Contemporary","Orange Prize for Fiction (2004), Whitbread Award for Novel and Book of the Year (2004), National Book Critics Circle Award Nominee for Fiction (2005), Commonwealth Writers' Prize for Best Book Overall (2005)",4,"London, England, British Empire"
https://www.goodreads.com/book/show/48037.Carmilla,48037,Carmilla,J. Sheridan Le Fanu,819,12,3.82,4362.0,48738.0,108.0,1872.0,False,"Horror, Classics, Gothic, Paranormal, Vampires, Fiction, Fantasy, LGBT, Fantasy, Paranormal, Audiobook, Literature, 19th Century",,0,"Austria, Styria"
https://www.goodreads.com/book/show/387749.Ben_Hur,387749,Ben-Hur: A Tale of the Christ,Lew Wallace,819,12,4.04,1131.0,33087.0,620.0,1880.0,False,"Classics, Historical, Historical Fiction, Fiction, Christian, Historical, Christian Fiction, Religion, Adventure, Literature, Religion, Christianity",,0,"Israel, Judea, Rome, Jerusalem"
https://www.goodreads.com/book/show/125956.Black,125956,Black: The Birth of Evil,Ted Dekker,819,10,4.19,1879.0,32898.0,432.0,2003.0,True,"Fantasy, Fiction, Christian Fiction, Christian, Thriller, Science Fiction, Mystery, Adult, Adventure, Suspense",,0,
https://www.goodreads.com/book/show/18304.The_Anti_Christ,18304,The Anti-Christ,Friedrich Nietzsche,819,10,3.92,1077.0,21877.0,126.0,1895.0,False,"Philosophy, Nonfiction, Classics, Religion, European Literature, German Literature, Literature, 19th Century, Religion, Atheism, Religion, Christianity, Cultural, Germany, Writing, Essays",,0,
https://www.goodreads.com/book/show/29906980-lincoln-in-the-bardo,29906980,Lincoln in the Bardo,George Saunders,819,10,3.75,20298.0,129963.0,343.0,2017.0,False,"Fiction, Historical, Historical Fiction, Audiobook, Fantasy, Historical, Literary Fiction, Novels, Magical Realism, Literature, Adult","Booker Prize (2017), Australian Book Industry Award (ABIA) Nominee for International Book (2018), Andrew Carnegie Medal Nominee for Fiction (2018), Goodreads Choice Award Nominee for Historical Fiction (2017), Waterstones Book of the Year Nominee (2017), Gordon Burn Prize Nominee for Longlist (2017), Golden Man Booker Prize Nominee (2018), International Dublin Literary Award Nominee for Shortlist (2019)",8,"Washington, D.C."
https://www.goodreads.com/book/show/9804779-taltos,9804779,Taltos,Anne Rice,818,12,3.8,742.0,49664.0,533.0,1994.0,True,"Horror, Fantasy, Fiction, Fantasy, Paranormal, Paranormal, Witches, Fantasy, Supernatural, Fantasy, Urban Fantasy, Paranormal, Vampires, Fantasy, Magic, Gothic",Locus Award Nominee for Best Dark Fantasy/Horror Novel (1995),1,
https://www.goodreads.com/book/show/20443235-the-winner-s-kiss,20443235,The Winner's Kiss,Marie Rutkoski,818,10,4.24,6089.0,42757.0,486.0,2016.0,True,"Fantasy, Young Adult, Romance, Young Adult, Young Adult Fantasy, Science Fiction, Dystopia, Fantasy, High Fantasy, Fiction, War, Audiobook, Adventure",Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2016),1,
https://www.goodreads.com/book/show/11003.Eleven_on_Top,11003,Eleven on Top,Janet Evanovich,817,12,4.16,2077.0,101364.0,321.0,2005.0,True,"Mystery, Fiction, Humor, Womens Fiction, Chick Lit, Romance, Mystery, Crime, Humor, Comedy, Thriller, Mystery Thriller, Contemporary, Adult",,0,"Trenton, New Jersey"
https://www.goodreads.com/book/show/477338.Blue_is_for_Nightmares,477338,Blue is for Nightmares,Laurie Faria Stolarz,817,10,3.82,955.0,18130.0,284.0,2003.0,True,"Young Adult, Fantasy, Fantasy, Paranormal, Mystery, Fantasy, Magic, Paranormal, Witches, Fiction, Romance, Fantasy, Supernatural, Young Adult, Teen",,0,
https://www.goodreads.com/book/show/4538.The_View_from_Saturday,4538,The View from Saturday,E.L. Konigsburg,817,9,3.75,2163.0,44774.0,176.0,1996.0,False,"Young Adult, Fiction, Childrens, Childrens, Middle Grade, Realistic Fiction, Academic, School, Childrens, Juvenile, Contemporary, Classics, Academic, Read For School","Newbery Medal (1997), Dorothy Canfield Fisher Children's Book Award Nominee (1998)",2,
https://www.goodreads.com/book/show/3657138-fade,3657138,Fade,Lisa McMann,817,11,3.91,2411.0,52267.0,248.0,2009.0,True,"Young Adult, Fantasy, Fantasy, Paranormal, Romance, Fiction, Mystery, Fantasy, Supernatural, Young Adult, Teen, Fantasy, Urban Fantasy, Romance, Paranormal Romance",,0,Michigan
https://www.goodreads.com/book/show/98920.The_Bastard_of_Istanbul,98920,The Bastard of Istanbul,Elif Shafak,817,9,3.85,4378.0,39173.0,368.0,2006.0,False,"Fiction, Historical, Historical Fiction, Novels, Asian Literature, Turkish Literature, Cultural, Turkish, Contemporary, Literature, Literary Fiction, Historical, Cultural, Asia","Orange Prize Nominee for Longlist (2008), Metų verstinė knyga Nominee (2010)",2,"Istanbul, Turkey"
https://www.goodreads.com/book/show/10165761-quintana-of-charyn,10165761,Quintana of Charyn,Melina Marchetta,817,9,4.31,1693.0,14183.0,516.0,2012.0,True,"Fantasy, Young Adult, Romance, Fantasy, High Fantasy, Young Adult, Young Adult Fantasy, Fiction, Adventure, Fantasy, Magic, Young Adult, Teen, Fantasy, Epic Fantasy",,0,
https://www.goodreads.com/book/show/1820716.Gut_gegen_Nordwind,1820716,Gut gegen Nordwind,Daniel Glattauer,817,9,3.87,2334.0,21292.0,223.0,2006.0,True,"Romance, Fiction, Contemporary, European Literature, German Literature, Womens Fiction, Chick Lit, Adult, Roman, Romance, Contemporary Romance, Novels, Audiobook",Deutscher Buchpreis (German Book Prize) Nominee for Longlist (2006),1,
https://www.goodreads.com/book/show/30225.The_Harlequin,30225,The Harlequin,Laurell K. Hamilton,816,13,3.91,935.0,43657.0,422.0,2007.0,True,"Fantasy, Urban Fantasy, Paranormal, Vampires, Fantasy, Paranormal, Fantasy, Romance, Romance, Paranormal Romance, Fiction, Horror, Fantasy, Supernatural, Adult Fiction, Erotica",,0,United States of America
