url,book_id,title,award_count,author,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,place
https://www.goodreads.com/book/show/5559.Jack,5559,Jack: Straight from the Gut,0,Jack Welch,3.82,14141.0,14141.0,496.0,2001.0,False,"Business, Biography, Nonfiction, Leadership, Business, Management, Biography, Autobiography, Autobiography, Memoir, Economics, Finance, Buisness, Self Help",,
https://www.goodreads.com/book/show/10184345-ashes-of-honor,10184345,Ashes of Honor,1,Seanan McGuire,4.37,16016.0,16016.0,363.0,2012.0,True,"Fantasy, Urban Fantasy, Fantasy, Fantasy, Paranormal, Fairies, Fae, Fiction, Fantasy, Magic, Romance, Mystery, Paranormal, Fairies, Adult",Goodreads Choice Award Nominee for Paranormal Fantasy (2012),"San Francisco, California"
https://www.goodreads.com/book/show/13547289-tales-from-a-not-so-smart-miss-know-it-all,13547289,Tales from a Not-So-Smart Miss Know-It-All,0,Rachel Renée Russell,4.39,25530.0,25530.0,368.0,2012.0,True,"Childrens, Middle Grade, Realistic Fiction, Fiction, Childrens, Sequential Art, Graphic Novels, Diary, Humor, Young Adult, Romance, Contemporary",,
https://www.goodreads.com/book/show/98532.The_Female_Eunuch,98532,The Female Eunuch,0,Germaine Greer,3.7,6249.0,6249.0,400.0,1970.0,False,"Feminism, Nonfiction, Philosophy, Politics, Womens, Gender, Classics, Sociology, Gender, Gender Studies, History",,
https://www.goodreads.com/book/show/16222687-breathe-into-me,16222687,Breathe into Me,0,Amanda  Stone,3.86,10573.0,10573.0,298.0,2013.0,True,"New Adult, Romance, Academic, College, Contemporary, Romance, Contemporary Romance, Sociology, Abuse, Young Adult, Adult, Womens Fiction, Chick Lit, Realistic Fiction",,
https://www.goodreads.com/book/show/16301336-double-crossed,16301336,Double Crossed: A Spies and Thieves Story,0,Ally Carter,4.22,13305.0,13305.0,60.0,2013.0,True,"Young Adult, Mystery, Contemporary, Short Stories, Spy Thriller, Espionage, Novella, Fiction, Romance, Young Adult, Teen, Adventure",,
https://www.goodreads.com/book/show/17839197-she-is-not-invisible,17839197,She Is Not Invisible,1,Marcus Sedgwick,3.61,5176.0,5176.0,354.0,2013.0,False,"Young Adult, Mystery, Contemporary, Fiction, Realistic Fiction, Young Adult, Teen, Thriller, Adventure, Disability, Family",North East Teenage Book Award Nominee (2014),
https://www.goodreads.com/book/show/18718218-love-the-zombie-apocalypse,18718218,Love & the Zombie Apocalypse,0,Chelsea Luna,3.95,556.0,556.0,234.0,2013.0,True,"Horror, Zombies, Horror, Romance, Young Adult, Science Fiction, Dystopia, Science Fiction, Science Fiction, Apocalyptic, Fantasy, Apocalyptic, Post Apocalyptic, Humor",,
https://www.goodreads.com/book/show/1711463.Nunt_n_cer,1711463,Nuntă în cer,0,Mircea Eliade,4.25,7367.0,7367.0,200.0,1938.0,False,"European Literature, Romanian Literature, Fiction, Classics, Romance, Cultural, Romania, Literature, Literature, 20th Century, Love, Novels, Classics, Classic Literature",,
https://www.goodreads.com/book/show/285825.Divided_Kingdom,285825,Divided Kingdom,0,Rupert Thomson,3.33,1636.0,1636.0,352.0,2005.0,False,"Fiction, Science Fiction, Dystopia, Science Fiction, Fantasy, European Literature, British Literature, Speculative Fiction, Politics, Literature, 21st Century, Science Fiction Fantasy, Novels",,
