url,book_id,title,award_count,author,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,place
https://www.goodreads.com/book/show/16046121-after-forever-ends,16046121,After Forever Ends,0,Melodie Ramone,4.04,1489.0,1489.0,564.0,2012.0,False,"Romance, Contemporary, Fiction, Fantasy, Womens Fiction, Chick Lit, Young Adult, Coming Of Age, Literary Fiction, Romance, Contemporary Romance, Young Adult, Womens Fiction",,
https://www.goodreads.com/book/show/9849568-the-human-obsession,9849568,The Human Obsession,0,Heath Sommer,4.14,182.0,182.0,314.0,2010.0,True,"Mystery, Psychology, Fiction, Mystery, Crime",,
https://www.goodreads.com/book/show/5152561-fragile-eternity,5152561,Fragile Eternity,1,Melissa Marr,3.84,41977.0,41977.0,389.0,2009.0,True,"Young Adult, Fantasy, Fantasy, Paranormal, Romance, Paranormal, Fairies, Fantasy, Urban Fantasy, Fairies, Fae, Fiction, Romance, Paranormal Romance, Fantasy, Magic",Goodreads Choice Award Nominee for Young Adult Series (2009),
https://www.goodreads.com/book/show/84145.Dance_with_the_Devil,84145,Dance with the Devil,7,Sherrilyn Kenyon,4.37,62339.0,62339.0,361.0,2003.0,True,"Romance, Paranormal Romance, Fantasy, Paranormal, Romance, Fantasy, Paranormal, Vampires, Fantasy, Urban Fantasy, Adult, Fantasy, Mythology, Fantasy, Supernatural, Fiction","All About Romance (AAR) Annual Reader Poll for Most Tortured Hero (2004), HOLT Medallion by Virginia Romance Writers Nominee for Paranormal/Time Travel/Futuristic  (2004), Desert Rose Golden Quill Award for Best Paranormal (2003), Booksellers' Best Award for Best Paranormal (2003), RIO Award of Excellence by Reviewers International Organization for Favorite Paranormal (2003), PRISM Award by Fantasy, Futuristic and Paranormal Special Interest Chapter of RWA for Best Dark Paranormal (2004)","Fairbanks, Alaska"
https://www.goodreads.com/book/show/56313556-making-hearts,56313556,Making Hearts,0,Jack Getze,4.29,2648.0,2648.0,148.0,2020.0,False,"Contemporary, Drama, Novels, Fiction, Epic",,
https://www.goodreads.com/book/show/768889.A_Storm_of_Swords,768889,A Storm of Swords: Steel and Snow,0,George R.R. Martin,4.43,74775.0,74775.0,663.0,2000.0,True,"Fantasy, Fiction, Fantasy, Epic Fantasy, Fantasy, High Fantasy, Young Adult, Adventure, Adult, Childrens, Fantasy, Dragons, Childrens, Middle Grade",,
https://www.goodreads.com/book/show/7728889-the-diviners,7728889,The Diviners,6,Libba Bray,3.93,90532.0,90532.0,578.0,2012.0,True,"Fantasy, Young Adult, Historical, Historical Fiction, Fantasy, Paranormal, Mystery, Historical, Horror, Fiction, Audiobook, Fantasy, Supernatural","Bram Stoker Award Nominee for Best Young Adult Novel (2012), Locus Award Nominee for Best Young Adult Book (2013), The Inky Awards Nominee for Silver Inky (2013), Andre Norton Award Nominee (2012), Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012), The Inky Awards Shortlist for Silver Inky (2013)","New York City, New York"
https://www.goodreads.com/book/show/55196363-complicated-moonlight,55196363,Complicated Moonlight,0,Lynessa Layne,4.44,101.0,101.0,287.0,2020.0,True,,,
https://www.goodreads.com/book/show/55403.Black_Hawk_Down,55403,Black Hawk Down: A Story of Modern War,1,Mark Bowden,4.28,56146.0,56146.0,386.0,1999.0,False,"History, Nonfiction, War, Military Fiction, War, Military, Military History, Cultural, Africa, North American Hi..., American History, Historical, Politics, Eastern Africa, Somalia",National Book Award Finalist for Nonfiction (1999),Mogadishu
https://www.goodreads.com/book/show/7198988-dark-flame,7198988,Dark Flame,0,Alyson Noel,3.73,59284.0,59284.0,320.0,2010.0,True,"Young Adult, Fantasy, Fantasy, Paranormal, Romance, Fantasy, Supernatural, Fiction, Romance, Paranormal Romance, Fantasy, Magic, Fantasy, Urban Fantasy, Paranormal, Vampires",,"Laguna Beach, California"
