url,book_id,title,award_count,author,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,place
https://www.goodreads.com/book/show/130440.Doctor_Zhivago,130440,Doctor Zhivago,1,Boris Pasternak,4.0,86567,86567,592,1957,False,"Classics, Fiction, Historical, Historical Fiction, Cultural, Russia, Literature, Russian Literature, Literature, Romance, Novels, Historical, War",Premio Bancarella (1958),"Moscow, Yuriatin, Russia, Siberia, Soviet Union"
https://www.goodreads.com/book/show/18122.The_Amber_Spyglass,18122,The Amber Spyglass,6,Philip Pullman,4.08,316889,316889,467,2000,True,"Fantasy, Young Adult, Fiction, Childrens, Adventure, Science Fiction, Science Fiction Fantasy, Audiobook, Science Fiction, Steampunk, Childrens, Middle Grade","Booker Prize Nominee for Longlist (2001), Locus Award Nominee for Best Fantasy Novel (2001), Whitbread Award for Children's Book of the Year and Book of the Year (2001), British Book Award for Children's Book of the Year (2001), Audie Award for Children's Titles Ages 8-12 (2002), West Australian Young Readers' Book Award (WAYRBA) for Older Readers (2002)",
https://www.goodreads.com/book/show/17150.My_ntonia,17150,My Ántonia,0,Willa Cather,3.8,123104,123104,232,1918,True,"Classics, Fiction, Historical, Historical Fiction, Literature, Academic, School, Literature, American, Novels, Historical, Adult Fiction, Classics, Classic Literature",,Nebraska
https://www.goodreads.com/book/show/6319.The_BFG,6319,The BFG,6,Roald Dahl,4.21,398984,398984,199,1982,False,"Fantasy, Childrens, Fiction, Classics, Young Adult, Childrens, Middle Grade, Humor, Adventure, Audiobook, Childrens, Juvenile","Zilveren Griffel (1984), Books I Loved Best Yearly (BILBY) Awards for Read Aloud, Read Alone (1991), West Australian Young Readers' Book Award (WAYRBA) for Younger Readers (1985), Red House Children's Book Award (1983), Deutscher Jugendliteraturpreis for Kinderbuch (1985)","United Kingdom, London, England, England"
https://www.goodreads.com/book/show/862041.Harry_Potter_Series_Box_Set,862041,Harry Potter Series Box Set,1,J.K. Rowling,4.72,260282,260282,4100,2007,True,"Fantasy, Young Adult, Fiction, Childrens, Fantasy, Magic, Adventure, Classics, Childrens, Middle Grade, Science Fiction Fantasy, Novels",Mythopoeic Fantasy Award for Children's Literature (2008),
https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate,6952,Like Water for Chocolate,2,Laura Esquivel,3.95,331074,331074,222,1989,True,"Fiction, Magical Realism, Romance, Historical, Historical Fiction, Classics, Fantasy, Food and Drink, Food, European Literature, Spanish Literature, Adult, Novels","Prêmio Jabuti for Tradução (1994), American Booksellers Book Of The Year  Award for Adult Trade (1994)",Mexico
https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire,8755785,City of Heavenly Fire,2,Cassandra Clare,4.41,313256,313256,725,2014,True,"Fantasy, Young Adult, Romance, Fantasy, Paranormal, Fantasy, Urban Fantasy, Paranormal, Vampires, Paranormal, Angels, Fiction, Fantasy, Magic, Fantasy, Supernatural","Goodreads Choice Award for Young Adult Fantasy (2014), Premio El Templo de las Mil Puertas Nominee for Mejor novela extranjera perteneciente a saga (2014)","New York City, New York, Alicante, Idris"
https://www.goodreads.com/book/show/31685789-room,31685789,Room,17,Emma Donoghue,4.06,741637,741637,321,2010,False,"Fiction, Contemporary, Adult, Adult Fiction, Thriller, Audiobook, Book Club, Drama, Realistic Fiction, Mystery, Crime","Booker Prize Nominee (2010), Orange Prize Nominee for Fiction Shortlist (2011), Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2013), ALA Alex Award (2011), Indies Choice Book Award for Fiction (2011), Bord Gáis Energy Irish Book Award for Hughes & Hughes Irish Novel of the Year (2010), Canadian Booksellers Association Libris Award for Fiction Book (2011), Lincoln Award Nominee (2014), Galaxy National Book Award for WHSmith Paperback of the Year (2011), Commonwealth Writers' Prize for Best Book in Caribbean and Canada (2011), Trillium Book Award Nominee for English-language (2011), UC Book of the Year (2014), Eason Novel of the Year (2010), Rogers Writers' Trust Fiction Prize (2010), OLA Evergreen Award (2011), Goodreads Choice Award for Fiction (2010), International Dublin Literary Award Nominee (2012)",
https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber,5364,Dragonfly in Amber,1,Diana Gabaldon,4.32,299642,299642,963,1992,True,"Historical, Historical Fiction, Romance, Fantasy, Fiction, Science Fiction, Time Travel, Historical, Romance, Historical Romance, Audiobook, Adult, Cultural, Scotland",RITA Award by Romance Writers of America Nominee for Best Romance of the Year & Futuristic/Fantasy/Paranormal Romance (1993),"Le Havre, Paris, Inverness, Scotland, Scottish Highlands"
https://www.goodreads.com/book/show/251688.Breakfast_at_Tiffany_s_and_Three_Stories,251688,Breakfast at Tiffany's and Three Stories,0,Truman Capote,3.88,218113,218113,142,1958,False,"Classics, Fiction, Short Stories, Romance, Literature, American, Literature, Audiobook, Novels, Literature, 20th Century, New York",,"New York City, New York, New York City's Upper East Side, New York City, New York"
