url,book_id,title,award_count,author,avg_rating,num_reviews,num_ratings,num_pages,original_publish_year,series,genres,awards,place
https://www.goodreads.com/book/show/43263520-the-grace-year,43263520,The Grace Year,1,Kim Liggett,4.15,36973.0,36973.0,416.0,2019.0,False,"Young Adult, Science Fiction, Dystopia, Fiction, Fantasy, Science Fiction, Feminism, Audiobook, Horror, Romance, Thriller",Goodreads Choice Award Nominee for Young Adult Fiction (2019),
https://www.goodreads.com/book/show/82965.The_Butcher_Boy,82965,The Butcher Boy,2,Patrick McCabe,3.84,7819.0,7819.0,231.0,1992.0,False,"Fiction, European Literature, Irish Literature, Cultural, Ireland, Horror, Novels, Mystery, Crime, Contemporary, Literary Fiction, Literature, Mystery","Booker Prize Nominee (1992), Irish Times Irish Literature Prize for Fiction (1992)","Monaghan, Bundoran, County Donegal"
https://www.goodreads.com/book/show/47776.I_Wish_Someone_Were_Waiting_for_Me_Somewhere,47776,I Wish Someone Were Waiting for Me Somewhere,1,Anna Gavalda,3.53,10593.0,10593.0,208.0,1999.0,False,"Short Stories, Fiction, Cultural, France, Contemporary, Romance, European Literature, French Literature, Roman, Novels, Literature, Womens Fiction, Chick Lit",Grand Prix RTL-Lire (2000),
https://www.goodreads.com/book/show/30072.The_Brief_History_of_the_Dead,30072,The Brief History of the Dead,4,Kevin Brockmeier,3.67,11237.0,11237.0,252.0,2003.0,False,"Fiction, Fantasy, Science Fiction, Novels, Death, Apocalyptic, Post Apocalyptic, Science Fiction, Dystopia, Horror, Speculative Fiction, Science Fiction Fantasy","Locus Award Nominee for Best Fantasy Novel (2007), New York Public Library Young Lions Fiction Award Nominee (2007), Borders Original Voices Award for Fiction (2006), Booker Worthen Literary Prize (2007)",Antarctica
https://www.goodreads.com/book/show/6483360-spice-wolf-vol-01,6483360,"Spice & Wolf, Vol. 01",0,Isuna Hasekura,4.19,4473.0,4473.0,234.0,2006.0,True,"Novels, Light Novel, Fantasy, Sequential Art, Manga, Romance, Fiction, Asian Literature, Japanese Literature, Adventure, Young Adult, Sequential Art, Comics, Sequential Art, Graphic Novels",,
https://www.goodreads.com/book/show/103086.The_Man_Who_Would_Be_King,103086,The Man Who Would Be King,0,Rudyard Kipling,3.71,11541.0,11541.0,96.0,1888.0,False,"Classics, Fiction, Short Stories, Adventure, Historical, Historical Fiction, Literature, Cultural, India, European Literature, British Literature, Literature, 19th Century, Novella",,Afghanistan
https://www.goodreads.com/book/show/6744949-no-time-to-die-the-deep-end-of-fear,6744949,No Time to Die & The Deep End of Fear,0,Elizabeth Chandler,4.25,9167.0,9167.0,599.0,2010.0,True,"Young Adult, Mystery, Fantasy, Paranormal, Romance, Fantasy, Fantasy, Supernatural, Paranormal, Ghosts, Fiction, Romance, Paranormal Romance, Thriller",,
https://www.goodreads.com/book/show/13246997-armed-dangerous,13246997,Armed & Dangerous,0,Abigail Roux,4.49,11243.0,11243.0,330.0,2012.0,True,"Romance, M M Romance, Romance, Contemporary, Mystery, Mystery, Crime, LGBT, Suspense, Romance, Romantic Suspense, Thriller, LGBT, Gay",,"Baltimore, Maryland, Chicago, Illinois, Ohio, Washington, D.C."
https://www.goodreads.com/book/show/8147.The_Gift,8147,The Gift,0,Vladimir Nabokov,4.01,3439.0,3439.0,403.0,1938.0,False,"Fiction, Cultural, Russia, Classics, Literature, Russian Literature, Literature, Novels, Literature, 20th Century, Cultural, Germany, Literary Fiction, Classics, Modern Classics",,Berlin
https://www.goodreads.com/book/show/133445.The_Edible_Woman,133445,The Edible Woman,0,Margaret Atwood,3.68,30791.0,30791.0,310.0,1969.0,False,"Fiction, Feminism, Cultural, Canada, Classics, Contemporary, Literary Fiction, Novels, Literature, Literature, Canadian Literature, Womens",,"Toronto, Ontario"
